ObjectId,indicator_label,indicator_id,indicator_desc,minset_series,minset_series_desc,ref_area,ref_area_desc,iso3,x,y,sdg_region,time_period,sex,sex_desc,age,age_desc,urbanization,urbanization_desc,obs_value,unit_measure,unit_measure_desc,nature,nature_desc,reporting_type,reporting_type_desc,comment_obs,source_detail,source_year,dimensions,is_latest_year
56,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",398,Kazakhstan,KAZ,66.65359159,48.01963494,Central and Southern Asia,2003,M,Male,Y20T74,20 to 74 years old,_T,All areas,9.65,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work; Commuting to work includes other travel time;",Calculated by UNSD based on available country data from the Time use survey in Kazakhstan to apply ICATUS.,2017,"sex, age, urbanization",
57,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",688,Serbia,SRB,20.805876,44.03145697,Europe and Northern America,2015,F,Female,Y_GE15,15 years old and over,_T,All areas,6.67,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey in Serbia to apply ICATUS.,2017,"sex, age, urbanization",1
58,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",688,Serbia,SRB,20.805876,44.03145697,Europe and Northern America,2015,M,Male,Y_GE15,15 years old and over,_T,All areas,5.85,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey in Serbia to apply ICATUS.,2017,"sex, age, urbanization",1
59,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",688,Serbia,SRB,20.805876,44.03145697,Europe and Northern America,2011,F,Female,Y_GE15,15 years old and over,_T,All areas,7.1,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey in Serbia to apply ICATUS.,2017,"sex, age, urbanization",
60,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",688,Serbia,SRB,20.805876,44.03145697,Europe and Northern America,2011,M,Male,Y_GE15,15 years old and over,_T,All areas,6.22,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey in Serbia to apply ICATUS.,2017,"sex, age, urbanization",
61,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",364,Iran (Islamic Republic of),IRN,54.19766348,32.74370885,Central and Southern Asia,2009,F,Female,Y_GE15,15 years old and over,_T,All areas,5.77,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey in Urban Areas to apply ICATUS.,2017,"sex, age, urbanization",1
62,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",364,Iran (Islamic Republic of),IRN,54.19766348,32.74370885,Central and Southern Asia,2009,M,Male,Y_GE15,15 years old and over,_T,All areas,5.98,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey in Urban Areas to apply ICATUS.,2017,"sex, age, urbanization",1
63,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,2008,F,Female,Y_GE15,15 years old and over,_T,All areas,7.83,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey of the population in the Republic of Azerbaijan to apply ICATUS.,2017,"sex, age, urbanization",1
64,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,2008,M,Male,Y_GE15,15 years old and over,_T,All areas,6.8,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey of the population in the Republic of Azerbaijan to apply ICATUS.,2017,"sex, age, urbanization",1
65,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2014,F,Female,Y_GE10,10 years old and over,_T,All areas,5.78,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
66,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,2010,F,Female,Y_GE10,10 years old and over,_T,All areas,6.16,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time use survey to apply ICATUS.,2017,"sex, age, urbanization",1
67,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2014,M,Male,Y_GE10,10 years old and over,_T,All areas,4.93,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
68,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,2010,M,Male,Y_GE10,10 years old and over,_T,All areas,5.14,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time use survey to apply ICATUS.,2017,"sex, age, urbanization",1
69,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,2010,F,Female,Y_GE12,12 years old and over,_T,All areas,6.72,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
70,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,2010,M,Male,Y_GE12,12 years old and over,_T,All areas,6.75,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
71,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,2000,F,Female,Y_GE15,15 years old and over,_T,All areas,6.85,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time use survey to apply ICATUS.,2017,"sex, age, urbanization",1
72,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",512,Oman,OMN,57.87743482,21.98805614,Northern Africa and Western Asia,2008,F,Female,Y_GE15,15 years old and over,_T,All areas,6.07,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
73,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",634,Qatar,QAT,51.19152467,25.28355379,Northern Africa and Western Asia,2013,F,Female,Y_GE15,15 years old and over,_T,All areas,6.35,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
74,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,2000,M,Male,Y_GE15,15 years old and over,_T,All areas,5.92,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time use survey to apply ICATUS.,2017,"sex, age, urbanization",1
75,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",512,Oman,OMN,57.87743482,21.98805614,Northern Africa and Western Asia,2008,M,Male,Y_GE15,15 years old and over,_T,All areas,6.2,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
76,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",634,Qatar,QAT,51.19152467,25.28355379,Northern Africa and Western Asia,2013,M,Male,Y_GE15,15 years old and over,_T,All areas,6.35,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
77,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",512,Oman,OMN,57.87743482,21.98805614,Northern Africa and Western Asia,2008,F,Female,Y15T24,15 to 24 years old,_T,All areas,4.52,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
78,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",634,Qatar,QAT,51.19152467,25.28355379,Northern Africa and Western Asia,2013,F,Female,Y15T24,15 to 24 years old,_T,All areas,3.18,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
