ObjectId,indicator_label,indicator_id,indicator_desc,minset_series,minset_series_desc,ref_area,ref_area_desc,iso3,x,y,sdg_region,time_period,sex,sex_desc,obs_value,unit_measure,unit_measure_desc,nature,nature_desc,reporting_type,reporting_type_desc,comment_obs,source_detail,source_year,dimensions,is_latest_year
82,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,34,Southern Asia,,,,Central and Southern Asia,2011,F,Female,11.87,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
83,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,2006,F,Female,16.15,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
84,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,275,State of Palestine,PSE,35.25694122,31.94347933,Northern Africa and Western Asia,2013,F,Female,14.98,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,2021,sex,
85,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,2011,F,Female,14.99,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation | Break in series: Methodology revised,LFS - EU Labour Force Survey,2021,sex,
86,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,792,Turkey,TUR,35.42890329,38.9899684,Northern Africa and Western Asia,2017,F,Female,15.01,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
87,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,634,Qatar,QAT,51.19152467,25.28355379,Northern Africa and Western Asia,2017,F,Female,15.09,PT,Percent,C,Country data,G,Global,Data reference period: September,LFS - Labor Force Sample Survey,2021,sex,1
88,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,792,Turkey,TUR,35.42890329,38.9899684,Northern Africa and Western Asia,2016,F,Female,15.09,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
89,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,145,Western Asia,,,,Northern Africa and Western Asia,2013,F,Female,15.17,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
90,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,275,State of Palestine,PSE,35.25694122,31.94347933,Northern Africa and Western Asia,2014,F,Female,15.21,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,2021,sex,
91,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,356,India,IND,79.3608464,22.34642074,Central and Southern Asia,2005,F,Female,15.22,PT,Percent,C,Country data,G,Global,"Geographical coverage: Total national, excluding some areas",HS - National Sample Survey,2021,sex,
92,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,470,Malta,MLT,14.44617519,35.89194275,Europe and Northern America,2001,F,Female,15.33,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
93,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,480,Mauritius,MUS,57.568022,-20.28581998,Sub-Saharan Africa,2006,F,Female,15.33,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,LFS - Continuous Multi-Purpose Household Survey,2021,sex,
94,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,145,Western Asia,,,,Northern Africa and Western Asia,2017,F,Female,15.38,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
95,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,462,Maldives,MDV,73.09672546,-0.614385021,Central and Southern Asia,2000,F,Female,15.39,PT,Percent,C,Country data,G,Global,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 12 years old,PC - Population and Housing Census,2021,sex,
96,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2019,F,Female,15.41,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Economically Active Population Survey,2021,sex,
97,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,2007,F,Female,15.43,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
98,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,275,State of Palestine,PSE,35.25694122,31.94347933,Northern Africa and Western Asia,2015,F,Female,15.44,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,2021,sex,
99,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,145,Western Asia,,,,Northern Africa and Western Asia,2018,F,Female,15.5,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
100,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,454,Malawi,MWI,33.4884625,-13.40819859,Sub-Saharan Africa,2013,F,Female,15.62,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,LFS - Labour Force Survey,2021,sex,1
101,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2020,F,Female,15.65,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Economically Active Population Survey,2021,sex,1
102,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,784,United Arab Emirates,ARE,53.98279159,23.43322219,Northern Africa and Western Asia,2018,F,Female,15.78,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,2021,sex,
103,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,2012,F,Female,15.8,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
104,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,275,State of Palestine,PSE,35.25694122,31.94347933,Northern Africa and Western Asia,2017,F,Female,15.91,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,2021,sex,
105,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,548,Vanuatu,VUT,167.0679779,-15.34445547,"Oceania, exc. Australia and New Zealand",2006,F,Female,16.02,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,HIES - Household Income and Expenditure Survey,2021,sex,
106,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,145,Western Asia,,,,Northern Africa and Western Asia,2016,F,Female,16.02,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
107,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,145,Western Asia,,,,Northern Africa and Western Asia,2019,F,Female,16.03,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,1
108,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,8,Albania,ALB,20.06660928,41.13897007,Europe and Northern America,2012,F,Female,16.07,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,2021,sex,
109,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,70,Bosnia and Herzegovina,BIH,17.78584332,44.16845548,Europe and Northern America,2007,F,Female,16.12,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,2021,sex,
110,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,586,Pakistan,PAK,68.80479684,29.36491634,Central and Southern Asia,2002,F,Female,2.36,PT,Percent,C,Country data,G,Global,Data reference period: January | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old,LFS - Labour Force Survey,2021,sex,
111,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,586,Pakistan,PAK,68.80479684,29.36491634,Central and Southern Asia,2003,F,Female,2.37,PT,Percent,C,Country data,G,Global,Data reference period: January | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old,LFS - Labour Force Survey,2021,sex,
112,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,15,Northern Africa,,,,Northern Africa and Western Asia,2004,F,Female,7.44,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
113,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,15,Northern Africa,,,,Northern Africa and Western Asia,2017,F,Female,7.57,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
114,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,364,Iran (Islamic Republic of),IRN,54.19766348,32.74370885,Central and Southern Asia,2005,F,Female,16.17,PT,Percent,C,Country data,G,Global,Age coverage - minimum age: 10 years old,LFS - Labour Force Survey,2021,sex,
115,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,15,Northern Africa,,,,Northern Africa and Western Asia,2014,F,Female,7.72,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
116,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,792,Turkey,TUR,35.42890329,38.9899684,Northern Africa and Western Asia,2019,F,Female,16.17,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,1
117,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2005,F,Female,7.89,PT,Percent,C,Country data,G,Global,Employment definition: Excluding own-use production workers | Population coverage: Excluding armed forces and/or conscripts,LFS - Economically Active Population Survey,2021,sex,
118,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,364,Iran (Islamic Republic of),IRN,54.19766348,32.74370885,Central and Southern Asia,2015,F,Female,16.43,PT,Percent,C,Country data,G,Global,Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old,LFS - Labour Force Survey,2021,sex,
119,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,64,Bhutan,BTN,90.45098484,27.39598568,Central and Southern Asia,2014,F,Female,16.46,PT,Percent,C,Country data,G,Global,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories",LFS - Labour Force Survey Report,2021,sex,
120,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,834,United Republic of Tanzania,TZA,34.80521182,-6.265332606,Sub-Saharan Africa,2006,F,Female,16.47,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,LFS - Labour Force Survey,2021,sex,
121,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,384,Côte d'Ivoire,CIV,-5.552690016,7.62211586,Sub-Saharan Africa,2016,F,Female,16.65,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - National Survey on the Employment Situation,2021,sex,
122,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,704,Viet Nam,VNM,105.802499,10.09643079,Eastern and South-Eastern Asia,2000,F,Female,16.77,PT,Percent,C,Country data,G,Global,"Data reference period: July | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts",LFS - Labour Force Survey,2021,sex,
